ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Is_Pre_PQ,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Freight_Cost_per_KG,Freight_Pct_of_Value,Delivery_Variance_Days,Data_Subset,Mode_Clean,,,
15012,116-ZA-T30,FPQ-7176,SCMS-104370,ASN-11046,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,3/10/2011,4/1/2011,8/15/2011,8/15/2011,8/15/2011,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,2452,17899.6,7.3,0.12,"Aurobindo Unit III, India",Yes,127,47101.63,29.53,370.8789764,263.1434781,0,Billable,OCEAN,,,
15046,116-ZA-T30,FPQ-14942,SCMS-259079,ASN-33852,South Africa,PMO - US,Direct Drop,DDP,Truck,0,9/11/2014,10/9/2014,8/24/2015,8/24/2015,8/24/2015,ARV,Adult,PHARMACY DIRECT,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,6,71.03,11.84,0.39,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.07,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
15051,105-GY-T30,FPQ-10249,SCMS-153840,ASN-16410,Guyana,PMO - US,Direct Drop,EXW,Air,0,7/5/2012,7/26/2012,9/25/2012,9/25/2012,9/25/2012,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,2769,88608,32,1.6,"Trinity Biotech, Plc",Yes,876,8969.97,124.23,10.23969178,10.12320558,0,Billable,AIR,,,
15115,101-CD-T30,FPQ-14100,SCMS-239410,ASN-26738,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,4/23/2014,5/20/2014,9/5/2014,9/5/2014,9/16/2014,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,34,1088,32,1.6,"Trinity Biotech, Plc",Yes,112,3196.31,1.12,28.53848214,293.7784926,0,Billable,AIR,,,
15131,110-ZM-T30,FPQ-12251,SCMS-189230,ASN-20474,Zambia,PMO - US,Direct Drop,EXW,Air,0,5/2/2013,5/22/2013,9/11/2013,9/11/2013,9/11/2013,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6000,480000,80,0.8,"Alere Medical Co., Ltd.",Yes,2606,38354.26,593.76,14.7176746,7.990470833,0,Billable,AIR,,,
15142,161-ZA-T30,FPQ-5303,SCMS-68940,ASN-7597,South Africa,PMO - US,Direct Drop,DDP,Air,0,3/18/2010,3/19/2010,9/7/2010,9/7/2010,9/7/2010,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,11510,53751.7,4.67,0.16,"Aurobindo Unit III, India",Yes,993,4263.07,115.89,4.293121853,7.931042181,0,Billable,AIR,,,
15149,108-VN-T30,FPQ-6818,SCMS-97850,ASN-11024,Vietnam,PMO - US,Direct Drop,EXW,Air,0,1/17/2011,2/15/2011,6/22/2011,6/22/2011,6/22/2011,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,20000,40000,2,0.03,Mylan (formerly Matrix) Nashik,Yes,2806,18207.5,66,6.488774056,45.51875,0,Billable,AIR,,,
15176,161-ZA-T30,FPQ-5648,SCMS-75660,ASN-8695,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,6/2/2010,6/17/2010,10/12/2010,12/15/2010,12/15/2010,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,12000,54120,4.51,0.15,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,116.68,#VALUE!,#VALUE!,64,Non-Billable,OCEAN,,,
15195,105-GY-T30,FPQ-6329,SCMS-87910,ASN-9578,Guyana,PMO - US,Direct Drop,DDU,Air,0,9/28/2010,10/1/2010,3/4/2011,3/4/2011,3/4/2011,ARV,Pediatric,IDIS LIMITED,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,270,12501,46.3,0.77,"BMS Meymac, France",Yes,59,180,26.95,3.050847458,1.439884809,0,Billable,AIR,,,
15240,106-HT-T30,FPQ-14083,SCMS-240220,ASN-26559,Haiti,PMO - US,Direct Drop,EXW,Air,0,5/11/2014,6/2/2014,7/18/2014,7/18/2014,7/31/2014,ARV,Pediatric,Aurobindo Pharma Limited,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,375,2561.25,6.83,0.03,"Aurobindo Unit III, India",Yes,300,2949.23,2.63,9.830766667,115.1480722,0,Billable,AIR,,,
15241,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,1,3/18/2013,,4/16/2013,4/16/2013,4/16/2013,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1368,21995.87,16.08,0.54,"Cipla, Goa, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,27.21,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
15248,108-VN-T30,FPQ-4265,SCMS-57140,ASN-6265,Vietnam,PMO - US,Direct Drop,EXW,Air,0,10/20/2009,11/13/2009,3/15/2010,3/15/2010,3/15/2010,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16300,181745,11.15,0.19,"Aurobindo Unit III, India",Yes,2011,11648.31,356.22,5.792297364,6.409150183,0,Billable,AIR,,,
15283,133-NG-T30,FPQ-7314,SCMS-104310,ASN-11148,Nigeria,PMO - US,Direct Drop,EXW,Air,0,3/11/2011,3/31/2011,7/19/2011,7/19/2011,7/19/2011,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,3662,117184,32,1.6,"Trinity Biotech, Plc",Yes,1255,15794.47,193.35,12.58523506,13.47835029,0,Billable,AIR,,,
15298,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32122,South Africa,PMO - US,Direct Drop,DDP,Truck,0,9/11/2014,5/11/2015,5/12/2015,5/12/2015,5/12/2015,ARV,Adult,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,7,99.53,14.22,0.47,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.1,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
15352,108-VN-T30,FPQ-10811,SCMS-166120,ASN-17672,Vietnam,PMO - US,Direct Drop,EXW,Air,0,10/15/2012,11/9/2012,1/29/2013,1/29/2013,1/29/2013,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,464,858.4,1.85,0.01,"Aurobindo Unit III, India",Yes,437,1222.31,1.06,2.797048055,142.3939888,0,Billable,AIR,,,
15356,102-SD-T30,FPQ-8261,SCMS-120472,ASN-13347,Sudan,PMO - US,Direct Drop,EXW,Air,0,8/29/2011,9/7/2011,2/8/2012,2/8/2012,2/8/2012,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,35,1120,32,1.6,"Trinity Biotech, Plc",Yes,12,646.81,1.85,53.90083333,57.75089286,0,Billable,AIR,,,
15368,108-VN-T30,FPQ-4265,SCMS-57130,ASN-6266,Vietnam,PMO - US,Direct Drop,EXW,Air,0,10/20/2009,11/13/2009,3/19/2010,3/19/2010,3/19/2010,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,24480,58752,2.4,0.04,"Aurobindo Unit III, India",Yes,3536,20910.43,115.15,5.913583145,35.59100967,0,Billable,AIR,,,
15382,102-ML-T30,FPQ-11783,SCMS-182800,ASN-19649,Mali,PMO - US,Direct Drop,EXW,Air,0,3/15/2013,4/11/2013,6/11/2013,6/11/2013,6/11/2013,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,81,6480,80,0.8,"Alere Medical Co., Ltd.",Yes,37,2190.78,8.02,59.21027027,33.80833333,0,Billable,AIR,,,
15399,151-NG-T30,FPQ-13102,SCMS-212700,ASN-22771,Nigeria,PMO - US,Direct Drop,EXW,Air,0,10/17/2013,11/4/2013,12/17/2013,12/17/2013,12/20/2013,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10000,65000,6.5,0.11,Mylan (formerly Matrix) Nashik,Yes,574,4760.43,66.82,8.293432056,7.323738462,0,Billable,AIR,,,
15405,107-RW-T30,FPQ-6186,SCMS-83330,ASN-9332,Rwanda,PMO - US,Direct Drop,CIP,Air,0,8/13/2010,9/27/2010,1/7/2011,1/7/2011,1/7/2011,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,1202,41228.6,34.3,0.29,Cipla Ltd A-42 MIDC Mahar. IN,Yes,Weight Captured Separately,Freight Included in Commodity Cost,88.89,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
15423,104-CI-T30,FPQ-12713,SCMS-201900,ASN-23392,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,7/23/2013,8/6/2013,1/23/2014,1/23/2014,1/27/2014,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1400,112000,80,0.8,"Alere Medical Co., Ltd.",Yes,577,9275.59,138.54,16.07554593,8.281776786,0,Billable,AIR,,,
15460,106-HT-T30,FPQ-15038,SCMS-262980,ASN-30463,Haiti,PMO - US,Direct Drop,EXW,Ocean,0,10/22/2014,1/7/2015,4/9/2015,4/9/2015,4/13/2015,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,36831,170159.22,4.62,0.15,Hetero Unit III Hyderabad IN,Yes,17826,20526.23,174.92,1.151477056,12.06295492,0,Billable,OCEAN,,,
15499,109-TZ-T30,FPQ-10994,SCMS-169330,ASN-18422,Tanzania,PMO - US,Direct Drop,EXW,Air,0,11/13/2012,12/12/2012,4/30/2013,4/30/2013,4/30/2013,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,8460,270720,32,1.6,"Trinity Biotech, Plc",Yes,2753,25485.81,334.88,9.257468216,9.414084663,0,Billable,AIR,,,
15554,161-ZA-T30,FPQ-5648,SCMS-75480,ASN-8755,South Africa,PMO - US,Direct Drop,DDP,Air,0,6/2/2010,6/17/2010,12/13/2010,12/11/2010,12/11/2010,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2162,6810.3,3.15,0.01,"Aurobindo Unit III, India",Yes,838,4876.31,14.68,5.81898568,71.60198523,-2,Billable,AIR,,,
15596,113-ZW-T30,FPQ-7521,SCMS-108020,ASN-13965,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,4/7/2011,5/5/2011,3/20/2012,3/20/2012,3/20/2012,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2342,187360,80,0.8,Inverness Japan,Yes,1113,20082.38,309.14,18.0434681,10.71860589,0,Billable,AIR,,,
15619,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,0,7/11/2013,8/27/2014,8/27/2014,8/27/2014,8/27/2014,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,115,1923.5,16.73,0.56,Hetero Unit III Hyderabad IN,Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.38,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
15625,111-MZ-T30,FPQ-14294,SCMS-247360,ASN-27766,Mozambique,PMO - US,Direct Drop,EXW,Air,0,5/15/2014,7/30/2014,9/10/2014,9/10/2014,10/1/2014,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4708,376640,80,0.8,"Alere Medical Co., Ltd.",Yes,1914,13489.96,387.19,7.048045977,3.581658879,0,Billable,AIR,,,
15642,107-RW-T30,FPQ-6185,SCMS-84411,ASN-9660,Rwanda,PMO - US,Direct Drop,CIP,Air,0,9/3/2010,9/27/2010,2/9/2011,2/9/2011,2/9/2011,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,2486,85269.8,34.3,0.29,Cipla Ltd A-42 MIDC Mahar. IN,Yes,4354,Freight Included in Commodity Cost,183.84,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
15643,133-NG-T30,FPQ-8117,SCMS-118170,ASN-12941,Nigeria,PMO - US,Direct Drop,EXW,Air,0,7/28/2011,8/12/2011,12/13/2011,12/13/2011,12/13/2011,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,2000,64000,32,1.6,"Trinity Biotech, Plc",Yes,793,7938.18,105.6,10.01031526,12.40340625,0,Billable,AIR,,,
15656,A01-CM-T50,FPQ-15905,SCMS-285060,ASN-33424,Cameroon,PMO - US,Direct Drop,CIP,Air,0,2/19/2015,5/1/2015,8/26/2015,8/26/2015,8/26/2015,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,120,6660,55.5,0.92,"MSD, Haarlem, NL",Yes,Weight Captured Separately,Freight Included in Commodity Cost,7.84,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
15670,901-CM-T30,FPQ-12837,SCMS-204300,ASN-21701,Cameroon,PMO - US,Direct Drop,EXW,Air,0,8/19/2013,8/23/2013,10/18/2013,10/26/2013,10/29/2013,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,34595,77838.75,2.25,0.04,"Aurobindo Unit III, India",Yes,3642,31434.31,96.29,8.631057111,40.38388335,8,Billable,AIR,,,
15687,161-ZA-T30,FPQ-5303,SCMS-68980,ASN-7526,South Africa,PMO - US,Direct Drop,DDP,Air,0,3/18/2010,3/19/2010,8/24/2010,8/24/2010,8/24/2010,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,8474,25422,3,0.01,"Aurobindo Unit III, India",Yes,3206,2154.51,54.81,0.672024329,8.474982299,0,Billable,AIR,,,
15695,117-ET-T30,FPQ-4752,SCMS-61200,ASN-6004,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,12/23/2009,12/29/2009,2/9/2010,2/9/2010,2/9/2010,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,71596,241278.52,3.37,0.06,"Strides, Bangalore, India.",Yes,3652,15236.52,520.2,4.172102957,6.314909425,0,Billable,AIR,,,
15726,107-RW-T30,FPQ-9168,SCMS-137552,ASN-15729,Rwanda,PMO - US,Direct Drop,EXW,Air,0,1/13/2012,5/31/2012,8/7/2012,8/7/2012,8/7/2012,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,46530,581159.7,12.49,0.21,Mylan (formerly Matrix) Nashik,Yes,4810,27894.81,814.79,5.799336798,4.799852777,0,Billable,AIR,,,
15727,123-NG-T30,FPQ-7743,SCMS-111240,ASN-12090,Nigeria,PMO - US,Direct Drop,EXW,Air,0,5/23/2011,6/15/2011,9/23/2011,9/23/2011,9/23/2011,ACT,ACT,NOVARTIS PHARMA SERVICES AG,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,720,1000,39000,39,0.05,"Novartis Pharma Suffern, USA",Yes,711,5433.21,64.35,7.64164557,13.93130769,0,Billable,AIR,,,
15738,108-VN-T30,FPQ-15823,SCMS-277340,ASN-32255,Vietnam,PMO - US,Direct Drop,FCA,Air,0,2/13/2015,3/4/2015,7/15/2015,7/15/2015,7/15/2015,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,400,9304,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,40,642.45,10.95,16.06125,6.905094583,0,Billable,AIR,,,
15751,101-CD-T30,FPQ-16001,SCMS-280220,ASN-32231,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,3/10/2015,3/17/2015,7/23/2015,7/23/2015,7/29/2015,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,228,18240,80,0.8,"Alere Medical Co., Ltd.",No,See ASN-32231 (ID#:13648),See ASN-32231 (ID#:13648),21.47,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
15772,108-VN-T30,FPQ-8428,SCMS-123520,ASN-13475,Vietnam,PMO - US,Direct Drop,EXW,Air,0,9/21/2011,10/4/2011,3/1/2012,3/1/2012,3/1/2012,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,30000,313500,10.45,0.17,"Aurobindo Unit III, India",Yes,10210,17392.05,517.28,1.703432909,5.547703349,0,Billable,AIR,,,
15778,109-TZ-T30,FPQ-10809,SCMS-162861,ASN-18311,Tanzania,PMO - US,Direct Drop,EXW,Air,0,10/11/2012,10/18/2012,4/10/2013,4/10/2013,4/10/2013,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,218,17440,80,0.8,"Alere Medical Co., Ltd.",Yes,91,2082.39,21.57,22.88340659,11.94030963,0,Billable,AIR,,,
15788,105-SS-T30,FPQ-15569,SCMS-272170,ASN-31958,South Sudan,PMO - US,Direct Drop,EXW,Air,0,12/29/2014,2/20/2015,7/2/2015,7/2/2015,7/3/2015,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,N/A,Test kit - Ancillary,1,45,225,5,5,"Alere Medical Co., Ltd.",Yes,Weight Captured Separately,Invoiced Separately,0.26,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
15795,116-ZA-T30,FPQ-14942,SCMS-259071,ASN-29597,South Africa,PMO - US,Direct Drop,DDP,Truck,0,9/11/2014,11/28/2014,11/28/2014,11/28/2014,11/28/2014,ARV,Adult,PHARMACY DIRECT,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,12,216.37,18.03,0.3,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.22,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
15804,102-ML-T30,FPQ-11783,SCMS-182801,ASN-19657,Mali,PMO - US,Direct Drop,EXW,Air,0,3/15/2013,4/11/2013,7/3/2013,7/3/2013,7/3/2013,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,N/A,Test kit,25,20,1900,95,3.8,Chembio Diagnostics Sys. Inc.,Yes,9,779.06,2.35,86.56222222,41.00315789,0,Billable,AIR,,,
15813,111-MZ-T30,FPQ-13395,SCMS-219220,ASN-25454,Mozambique,PMO - US,Direct Drop,EXW,Air,0,12/11/2013,12/17/2013,5/2/2014,5/2/2014,5/7/2014,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,23040,186854.4,8.11,0.14,Hetero Unit III Hyderabad IN,Yes,3138,16537.12,192.09,5.269955386,8.850270585,0,Billable,AIR,,,
15815,116-ZA-T30,FPQ-4359,SCMS-54980,ASN-5373,South Africa,PMO - US,Direct Drop,DDP,Truck,0,10/8/2009,10/15/2009,10/19/2009,10/19/2009,10/19/2009,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,2200,3914.05,1.78,0.01,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,7.67,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
15825,109-TZ-T30,FPQ-16453,SCMS-293540,ASN-33245,Tanzania,PMO - US,Direct Drop,EXW,Air,0,6/8/2015,6/25/2015,8/24/2015,8/24/2015,8/28/2015,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,400,12800,32,1.6,"Trinity Biotech, Plc",Yes,Weight Captured Separately,Invoiced Separately,15.07,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
15867,107-RW-T30,FPQ-8932,SCMS-129870,ASN-13373,Rwanda,PMO - US,Direct Drop,EXW,Air,0,12/6/2011,12/13/2011,1/24/2012,1/26/2012,1/26/2012,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,41286,220880.1,5.35,0.18,"Aurobindo Unit VII, IN",Yes,4027,28833.91,309.67,7.160146511,13.05410039,2,Billable,AIR,,,
15879,107-RW-T30,FPQ-6341,SCMS-84940,ASN-10070,Rwanda,PMO - US,Direct Drop,EXW,Ocean,0,9/3/2010,9/29/2010,4/27/2011,4/27/2011,4/27/2011,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,117359,997551.5,8.5,0.28,Mylan (formerly Matrix) Nashik,Yes,10329,32530.22,2150.72,3.149406525,3.261006575,0,Billable,OCEAN,,,
15894,108-VN-T30,FPQ-4266,SCMS-56540,ASN-7741,Vietnam,PMO - US,Direct Drop,EXW,Air,0,10/20/2009,11/11/2009,8/23/2010,8/23/2010,8/23/2010,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20500,228575,11.15,0.19,"Aurobindo Unit III, India",Yes,2904,14223.39,448.01,4.89786157,6.222635896,0,Billable,AIR,,,
15909,116-ZA-T30,FPQ-3560,SCMS-49631,ASN-5444,South Africa,PMO - US,Direct Drop,DDP,Truck,0,5/7/2009,7/21/2009,9/14/2009,10/9/2009,10/9/2009,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,9612,183096.09,19.05,0.64,"Cipla, Goa, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,358.87,#VALUE!,#VALUE!,25,Non-Billable,TRUCK,,,
15930,110-ZM-T30,FPQ-4692,SCMS-60720,ASN-6175,Zambia,PMO - US,Direct Drop,EXW,Air,0,12/16/2009,12/22/2009,3/16/2010,3/16/2010,3/16/2010,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,5264,168448,32,1.6,"Trinity Biotech, Plc",Yes,1826,16438.26,363.17,9.002332968,9.75865549,0,Billable,AIR,,,
15946,117-ET-T30,FPQ-5582,SCMS-72390,ASN-9567,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,4/28/2010,4/29/2010,2/14/2011,2/14/2011,2/14/2011,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,2600,33800,13,0.43,"Aurobindo Unit III, India",Yes,236,1131.48,72.87,4.79440678,3.347573964,0,Billable,AIR,,,
15984,161-ZA-T30,FPQ-6708,SCMS-93580,ASN-9951,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,11/26/2010,12/14/2010,4/8/2011,4/8/2011,4/8/2011,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,137654,944306.44,6.86,0.23,"Cipla, Goa, India",Yes,9147,11314.2,1558.11,1.236930141,1.198149194,0,Billable,OCEAN,,,
